filename,subset,acquisition_start,acquisition_end,oil_detected,oil_confidence,oil_pixels,oil_bbox,oil_centroid_latitude,oil_centroid_longitude,ship_count,ships
ow-0933.jpg,OW,2019-11-18T15:56:19,2019-11-18T15:56:44,True,0.6444653868675232,278,"[610, 20, 632, 42]",31.671318766005367,32.09747585804369,2,"[{""x1"": 301.005126953125, ""y1"": 147.6788330078125, ""x2"": 308.171142578125, ""y2"": 155.98165893554688, ""cx"": 304.588134765625, ""cy"": 151.8302459716797, ""confidence"": 0.5602531433105469, ""latitude"": 31.683453309085348, ""longitude"": 32.02646104694914}, {""x1"": 307.18121337890625, ""y1"": 368.69635009765625, ""x2"": 319.93951416015625, ""y2"": 386.0291748046875, ""cx"": 313.56036376953125, ""cy"": 377.3627624511719, ""confidence"": 0.5383383631706238, ""latitude"": 31.724325766478287, ""longitude"": 32.02008259641558}]"
ow-0077.jpg,OW,2019-03-06T15:47:45,2019-03-06T15:49:25,False,0.4581061899662018,0,,,,0,[]
ow-0768.jpg,OW,2019-10-02T15:48:45,2019-10-02T15:50:25,False,0.4642871916294098,0,,,,0,[]
oc-0168.jpg,OC,2019-06-06T15:32:23,2019-06-06T15:33:38,False,0.5217829346656799,0,,,,0,[]
oc-0034.jpg,OC,2019-01-30T03:50:40,2019-01-30T03:52:19,True,0.6532748341560364,325,"[605, 608, 627, 629]",31.259837169459377,32.192105935859786,3,"[{""x1"": 119.49154663085938, ""y1"": 75.38973999023438, ""x2"": 124.15866088867188, ""y2"": 83.73614501953125, ""cx"": 121.82510375976562, ""cy"": 79.56294250488281, ""confidence"": 0.47401100397109985, ""latitude"": 31.341031703375425, ""longitude"": 32.31538203144463}, {""x1"": 13.487381935119629, ""y1"": 27.44219970703125, ""x2"": 20.0982666015625, ""y2"": 37.97095489501953, ""cx"": 16.792824268341064, ""cy"": 32.70657730102539, ""confidence"": 0.45775577425956726, ""latitude"": 31.34605771335623, ""longitude"": 32.33893668990074}, {""x1"": 59.97877502441406, ""y1"": 62.87590789794922, ""x2"": 65.90966796875, ""y2"": 70.83582305908203, ""cx"": 62.94422149658203, ""cy"": 66.85586547851562, ""confidence"": 0.3449617624282837, ""latitude"": 31.34140362252446, ""longitude"": 32.32805376873942}]"
oc-0016.jpg,OC,2019-01-19T03:42:58,2019-01-19T03:44:38,False,0.5115657448768616,0,,,,0,[]
oc-0317.jpg,OC,2019-10-22T03:43:06,2019-10-22T03:44:46,False,0.5015485882759094,0,,,,0,[]
oc-0058.jpg,OC,2019-02-17T03:51:16,2019-02-17T03:52:58,False,0.5214377641677856,0,,,,0,[]
oc-0292.jpg,OC,2019-10-01T15:56:19,2019-10-01T15:56:44,True,0.6956086158752441,1656,"[310, 20, 419, 84]",31.48540308464129,31.872558872019155,0,[]
oc-0077.jpg,OC,2019-02-24T03:42:57,2019-02-24T03:44:37,True,0.7743487358093262,6624,"[393, 0, 634, 92]",32.03391809291742,34.65992349385428,0,[]
oc-0120.jpg,OC,2019-04-07T03:42:34,2019-04-07T03:43:49,True,0.6728072762489319,129,"[460, 5, 487, 14]",31.419347771841878,34.2311233710844,0,[]
oc-0281.jpg,OC,2019-09-24T16:04:14,2019-09-24T16:05:54,False,0.4564442038536072,0,,,,0,[]
oc-0127.jpg,OC,2019-04-11T15:47:46,2019-04-11T15:49:26,False,0.5073984265327454,0,,,,0,[]
oc-0235.jpg,OC,2019-08-08T15:56:44,2019-08-08T15:58:24,False,0.5615770220756531,0,,,,0,[]
oc-0040.jpg,OC,2019-02-05T15:39:42,2019-02-05T15:40:57,True,0.6918594837188721,742,"[3, 535, 384, 632]",31.599927443846703,34.45605058162448,0,[]
oc-0275.jpg,OC,2019-09-16T03:43:06,2019-09-16T03:44:46,False,0.5017134547233582,0,,,,0,[]
oc-0056.jpg,OC,2019-02-16T15:48:35,2019-02-16T15:50:15,True,0.7129111289978027,576,"[25, 45, 77, 94]",31.254812409044973,32.31057814422712,6,"[{""x1"": 440.66668701171875, ""y1"": 223.84486389160156, ""x2"": 447.94464111328125, ""y2"": 233.6037139892578, ""cx"": 444.3056640625, ""cy"": 228.7242889404297, ""confidence"": 0.6595396399497986, ""latitude"": 31.297288560402844, ""longitude"": 32.38471242395516}, {""x1"": 221.83865356445312, ""y1"": 610.2552490234375, ""x2"": 230.26400756835938, ""y2"": 620.4256591796875, ""cx"": 226.05133056640625, ""cy"": 615.3404541015625, ""confidence"": 0.6369474530220032, ""latitude"": 31.359705817442247, ""longitude"": 32.32411834240404}, {""x1"": 102.592041015625, ""y1"": 625.3626708984375, ""x2"": 111.10025024414062, ""y2"": 634.8731689453125, ""cx"": 106.84614562988281, ""cy"": 630.117919921875, ""confidence"": 0.56356281042099, ""latitude"": 31.358381419917748, ""longitude"": 32.29892845959509}, {""x1"": 283.98321533203125, ""y1"": 224.84619140625, ""x2"": 289.422607421875, ""y2"": 233.55459594726562, ""cx"": 286.7029113769531, ""cy"": 229.2003936767578, ""confidence"": 0.5147871375083923, ""latitude"": 31.292100076713, ""longitude"": 32.35217583638127}, {""x1"": 323.5513916015625, ""y1"": 170.76983642578125, ""x2"": 329.31024169921875, ""y2"": 181.50979614257812, ""cx"": 326.4308166503906, ""cy"": 176.1398162841797, ""confidence"": 0.3675595223903656, ""latitude"": 31.283860804460456, ""longitude"": 32.362508586591545}, {""x1"": 163.938720703125, ""y1"": 609.285888671875, ""x2"": 169.10049438476562, ""y2"": 614.521728515625, ""cx"": 166.5196075439453, ""cy"": 611.90380859375, ""confidence"": 0.27518144249916077, ""latitude"": 31.35709376936455, ""longitude"": 32.31197378404598}]"
oc-0290.jpg,OC,2019-09-30T16:04:58,2019-09-30T16:06:38,False,0.46531733870506287,0,,,,0,[]
oc-0298.jpg,OC,2019-10-03T03:51:26,2019-10-03T03:53:07,False,0.505223274230957,0,,,,0,[]
oc-0001.jpg,OC,2019-01-01T03:42:35,2019-01-01T03:43:50,False,0.56315678358078,0,,,,0,[]
oc-0233.jpg,OC,2019-08-03T15:48:42,2019-08-03T15:50:22,False,0.4986993074417114,0,,,,0,[]
oc-0338.jpg,OC,2019-11-09T03:42:27,2019-11-09T03:44:07,False,0.4708772599697113,0,,,,0,[]
oc-0102.jpg,OC,2019-03-20T03:42:57,2019-03-20T03:44:37,False,0.5091680288314819,0,,,,0,[]
nw-1604-10-000012.jpg,NW,2019-01-23T03:58:50,2019-01-23T04:00:29,False,0.48417818546295166,0,,,,0,[]
nw-1270-08-000021.jpg,NW,2019-02-11T03:50:40,2019-02-11T03:52:19,False,0.4543761909008026,0,,,,0,[]
nw-0071-00-000071.jpg,NW,2019-05-11T03:58:51,2019-05-11T04:00:30,False,0.5095050930976868,0,,,,0,[]
nw-1894-11-000128.jpg,NW,2019-07-30T03:43:03,2019-07-30T03:44:43,False,0.45832595229148865,0,,,,0,[]
nw-1051-06-000139.jpg,NW,2019-10-02T03:58:59,2019-10-02T04:00:38,False,0.4676802158355713,0,,,,0,[]
nw-1201-07-000123.jpg,NW,2019-09-27T03:50:49,2019-09-27T03:52:28,False,0.48092320561408997,0,,,,0,[]
nw-1860-11-000094.jpg,NW,2019-05-22T15:56:43,2019-05-22T15:57:37,False,0.46192994713783264,0,,,,0,[]
nw-0744-04-000079.jpg,NW,2019-12-20T15:40:15,2019-12-20T15:41:55,False,0.45126473903656006,0,,,,0,[]
nw-0544-03-000041.jpg,NW,2019-03-12T15:48:35,2019-03-12T15:50:15,False,0.5229541659355164,0,,,,0,[]
nw-1847-11-000081.jpg,NW,2019-04-30T03:51:18,2019-04-30T03:52:59,False,0.47518226504325867,0,,,,0,[]
nw-0947-06-000035.jpg,NW,2019-04-06T03:51:17,2019-04-06T03:52:58,False,0.44854798913002014,0,,,,0,[]
nw-0430-02-000087.jpg,NW,2019-05-31T03:43:00,2019-05-31T03:44:40,False,0.48346996307373047,0,,,,0,[]
nw-1897-11-000131.jpg,NW,2019-08-15T03:58:57,2019-08-15T04:00:36,False,0.46465539932250977,0,,,,0,[]
nw-0695-04-000030.jpg,NW,2019-04-29T15:48:37,2019-04-29T15:50:17,False,0.4367070198059082,0,,,,0,[]
nw-0585-03-000082.jpg,NW,2019-06-10T15:47:48,2019-06-10T15:49:28,False,0.4827713966369629,0,,,,0,[]
nw-0974-06-000062.jpg,NW,2019-04-27T16:04:50,2019-04-27T16:06:30,False,0.450703889131546,0,,,,0,[]
nw-1421-08-000172.jpg,NW,2019-12-29T16:04:12,2019-12-29T16:05:52,False,0.4482470452785492,0,,,,0,[]
nw-1507-09-000083.jpg,NW,2019-05-29T03:59:29,2019-05-29T04:01:09,False,0.492789626121521,0,,,,0,[]
nw-0549-03-000046.jpg,NW,2019-03-30T15:47:45,2019-03-30T15:49:25,False,0.4430520832538605,0,,,,0,[]
nw-1324-08-000075.jpg,NW,2019-05-24T03:51:19,2019-05-24T03:53:00,False,0.4769749343395233,0,,,,0,[]
nc-0158-01-000082.jpg,NC,2019-12-28T03:35:02,2019-12-28T03:36:42,False,0.5085662007331848,0,,,,0,[]
nc-0343-04-000064.jpg,NC,2019-12-12T15:56:18,2019-12-12T15:56:43,False,0.5273624062538147,0,,,,0,[]
nc-0317-04-000038.jpg,NC,2019-08-16T15:39:49,2019-08-16T15:41:04,False,0.5243657231330872,0,,,,0,[]
nc-0235-02-000075.jpg,NC,2019-12-31T03:59:34,2019-12-31T04:01:14,False,0.5015426278114319,0,,,,0,[]
nc-0156-01-000080.jpg,NC,2019-12-22T03:34:16,2019-12-22T03:35:56,True,0.6350143551826477,257,"[603, 13, 627, 34]",35.54147732913478,35.690283971551935,0,[]
nc-0275-03-000040.jpg,NC,2019-11-07T15:48:45,2019-11-07T15:50:25,True,0.6420220136642456,336,"[613, 28, 632, 82]",34.63278424376577,32.679136685658925,0,[]
nc-0306-04-000027.jpg,NC,2019-05-29T15:47:48,2019-05-29T15:49:28,False,0.5054793953895569,0,,,,0,[]
nc-0228-02-000068.jpg,NC,2019-12-14T03:51:25,2019-12-14T03:53:06,False,0.4860263168811798,0,,,,0,[]
nc-0279-03-000044.jpg,NC,2019-11-28T03:34:17,2019-11-28T03:35:57,False,0.5401809215545654,0,,,,0,[]
nc-0186-02-000026.jpg,NC,2019-05-06T03:50:41,2019-05-06T03:52:20,False,0.4760521352291107,0,,,,0,[]
nc-0076-00-000076.jpg,NC,2019-12-16T03:35:02,2019-12-16T03:36:42,False,0.5027483701705933,0,,,,0,[]
nc-0125-01-000049.jpg,NC,2019-08-30T03:35:02,2019-08-30T03:36:42,False,0.5473625659942627,0,,,,0,[]
nc-0169-02-000009.jpg,NC,2019-02-18T15:32:20,2019-02-18T15:33:35,False,0.4643018841743469,0,,,,0,[]
nc-0127-01-000051.jpg,NC,2019-09-05T03:34:16,2019-09-05T03:35:56,False,0.4941343665122986,0,,,,0,[]
nc-0174-02-000014.jpg,NC,2019-03-20T15:31:27,2019-03-20T15:33:07,True,0.6961061358451843,1896,"[200, 5, 314, 74]",34.115822898635464,35.62345007318628,0,[]
nc-0040-00-000040.jpg,NC,2019-07-12T03:42:23,2019-07-12T03:44:03,False,0.5209744572639465,0,,,,0,[]
nc-0299-04-000020.jpg,NC,2019-04-23T03:59:28,2019-04-23T04:01:08,False,0.4482160806655884,0,,,,0,[]
nc-0078-01-000002.jpg,NC,2019-01-11T15:48:36,2019-01-11T15:50:16,False,0.5945100784301758,0,,,,0,[]
nc-0057-00-000057.jpg,NC,2019-09-27T03:50:49,2019-09-27T03:52:28,False,0.4577663242816925,0,,,,0,[]
nc-0119-01-000043.jpg,NC,2019-08-15T15:48:43,2019-08-15T15:50:23,False,0.4570310711860657,0,,,,0,[]
