mmsi,timestamp,latitude,longitude,sog,cog,heading,vessel_type,detection_id,detection_time
100000836,2019-11-17 03:26:19+00:00,31.15048543267203,31.57664252471035,1.6959201932429484,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 03:41:19+00:00,31.159718387217488,31.585875479255808,1.5031321645460842,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 03:56:19+00:00,31.167530887217488,31.593687979255808,1.271828681892874,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 04:11:19+00:00,31.171318766005367,31.597475858043687,0.6166227158303375,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 04:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 04:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 04:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 05:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 05:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 05:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 05:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 06:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 06:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 06:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 06:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 07:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 07:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 07:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 07:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 08:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 08:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 08:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 08:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 09:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 09:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 09:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 09:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 10:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 10:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 10:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 10:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 11:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 11:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 11:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 11:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 12:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 12:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 12:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 12:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 13:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 13:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 13:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 13:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 14:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 14:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 14:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 14:56:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 15:11:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 15:26:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 15:41:19+00:00,31.171318766005367,31.597475858043687,0.0,0.0,0.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 15:56:19+00:00,31.17434906903567,31.60050616107399,0.49328983466283105,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 16:11:19+00:00,31.17756876600537,31.60372585804369,0.5241133614780628,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 16:26:19+00:00,31.18381876600537,31.60997585804369,1.0173819054897433,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 16:41:19+00:00,31.190068766005368,31.616225858043688,1.0173535229520607,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 16:56:19+00:00,31.19631876600537,31.62247585804369,1.0173251363817535,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 17:11:19+00:00,31.202568766005367,31.628725858043687,1.0172967457775215,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 17:26:19+00:00,31.20881876600537,31.63497585804369,1.017268351142692,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 17:41:19+00:00,31.215068766005366,31.641225858043686,1.0172399524759659,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 17:56:19+00:00,31.221318766005368,31.647475858043688,1.01721154978067,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 18:11:19+00:00,31.227568766005366,31.653725858043686,1.0171831430555058,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 18:26:19+00:00,31.233818766005367,31.659975858043687,1.0171547323038008,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 18:41:19+00:00,31.240068766005365,31.666225858043685,1.017126317524257,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 18:56:19+00:00,31.246318766005366,31.672475858043686,1.0170978987202022,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 19:11:19+00:00,31.252568766005368,31.678725858043688,1.0170694758909171,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 19:26:19+00:00,31.258818766005366,31.684975858043686,1.017041049037417,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 19:41:19+00:00,31.265068766005367,31.691225858043687,1.0170126181624526,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 19:56:19+00:00,31.271318766005365,31.697475858043685,1.0169841832647264,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 20:11:19+00:00,31.277568766005366,31.703725858043686,1.0169557443475674,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 20:26:19+00:00,31.283818766005368,31.709975858043688,1.0169273014102578,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 20:41:19+00:00,31.29006876600537,31.71622585804369,1.0168988544543918,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 20:56:19+00:00,31.296318766005367,31.722475858043687,1.0168704034804088,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 21:11:19+00:00,31.30256876600537,31.72872585804369,1.0168419484910591,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 21:26:19+00:00,31.308818766005366,31.734975858043686,1.0168134894850487,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 21:41:19+00:00,31.315068766005368,31.741225858043688,1.0167850264657063,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 21:56:19+00:00,31.32131876600537,31.74747585804369,1.016756559432316,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 22:11:19+00:00,31.327568766005367,31.753725858043687,1.0167280883858953,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 22:26:19+00:00,31.33381876600537,31.75997585804369,1.0166996133291966,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 22:41:19+00:00,31.340068766005366,31.766225858043686,1.0166711342609263,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 22:56:19+00:00,31.346318766005368,31.772475858043688,1.0166426511844144,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 23:11:19+00:00,31.352568766005366,31.778725858043686,1.0166141640983681,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 23:26:19+00:00,31.358818766005367,31.784975858043687,1.0165856730061185,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 23:41:19+00:00,31.365068766005365,31.791225858043685,1.0165571779063725,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-17 23:56:19+00:00,31.371318766005366,31.797475858043686,1.0165286788024614,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 00:11:19+00:00,31.377568766005368,31.803725858043688,1.0165001756936711,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 00:26:19+00:00,31.383818766005366,31.809975858043686,1.0164716685810213,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 00:41:19+00:00,31.390068766005367,31.816225858043687,1.016443157467266,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 00:56:19+00:00,31.39631876600537,31.82247585804369,1.0164146423516918,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 01:11:19+00:00,31.40256876600537,31.82872585804369,1.0163861232358968,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 01:26:19+00:00,31.408818766005368,31.834975858043688,1.0163576001203243,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 01:41:19+00:00,31.41506876600537,31.84122585804369,1.0163290730077286,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 01:56:19+00:00,31.421318766005367,31.847475858043687,1.0163005418968192,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 02:11:19+00:00,31.42756876600537,31.85372585804369,1.0162720067909292,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 02:26:19+00:00,31.433818766005366,31.859975858043686,1.016243467688769,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 02:41:19+00:00,31.440068766005368,31.866225858043688,1.0162149245936711,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 02:56:19+00:00,31.44631876600537,31.87247585804369,1.0161863775049247,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 03:11:19+00:00,31.452568766005367,31.878725858043687,1.0161578264235522,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 03:26:19+00:00,31.45881876600537,31.88497585804369,1.0161292713523087,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 03:41:19+00:00,31.465068766005366,31.891225858043686,1.0161007122899064,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 03:56:19+00:00,31.470561190247793,31.896718282286113,0.8929118887259183,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 04:11:19+00:00,31.475248690247792,31.901405782286112,0.7620352838131952,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 04:26:19+00:00,31.4796520993387,31.90580919137702,0.7158362305474193,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 04:41:19+00:00,31.483818766005367,31.909975858043687,0.6773369910759268,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 04:56:19+00:00,31.487985432672033,31.914142524710353,0.6773242907755492,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 05:11:19+00:00,31.4921520993387,31.91830919137702,0.6773115892944646,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 05:26:19+00:00,31.496318766005366,31.922475858043686,0.677298886632875,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 05:41:19+00:00,31.500485432672036,31.926642524710356,0.67728618279156,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 05:56:19+00:00,31.5046520993387,31.93080919137702,0.6772734777684127,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 06:11:19+00:00,31.508818766005366,31.934975858043686,0.6772607715670999,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 06:26:19+00:00,31.512985432672032,31.939142524710352,0.677248064185514,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 06:41:19+00:00,31.5171520993387,31.94330919137702,0.6772353556244349,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 06:56:19+00:00,31.52131876600537,31.94747585804369,0.6772226458846426,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 07:11:19+00:00,31.525485432672035,31.951642524710355,0.6772099349646074,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 07:26:19+00:00,31.5296520993387,31.95580919137702,0.6771972228662638,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 07:41:19+00:00,31.533818766005368,31.959975858043688,0.677184509589237,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 07:56:19+00:00,31.537985432672034,31.964142524710354,0.6771717951337297,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 08:11:19+00:00,31.5421520993387,31.96830919137702,0.6771590794999444,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 08:26:19+00:00,31.546318766005367,31.972475858043687,0.6771463626880836,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 08:41:19+00:00,31.550485432672033,31.976642524710353,0.67713364469835,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 08:56:19+00:00,31.5546520993387,31.98080919137702,0.6771209255309465,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 09:11:19+00:00,31.558818766005366,31.984975858043686,0.6771082051860756,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 09:26:19+00:00,31.562985432672036,31.989142524710356,0.6770954836645171,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 09:41:19+00:00,31.567152099338703,31.993309191377023,0.6770827609647423,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 09:56:19+00:00,31.571318766005366,31.99747585804369,0.6770700370883511,45.00000000002443,45.00000000002443,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 10:11:19+00:00,31.575485432672032,32.001642524710356,0.6770573120359727,45.0,45.0,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 10:26:19+00:00,31.579652099338702,32.00580919137702,0.677044585806898,44.99999999995115,44.99999999995115,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 10:41:19+00:00,31.58381876600537,32.00997585804369,0.6770318584016322,45.00000000002443,45.00000000002443,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 10:56:19+00:00,31.587985432672035,32.01414252471035,0.677019129819682,44.99999999997557,44.99999999997557,tanker,ow-0933,2019-11-18 15:56:19+00:00
100000836,2019-11-18 11:11:19+00:00,31.5921520993387,32.01830919137702,0.6770064000628583,45.00000000002443,45.00000000002443,tanker,ow-0933,2019-11-18 15:56:19+00:00
